linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB29,C00580100,SB29.4394,ORG,HARDER LLP,,,,,,132 S. RODEO DRIVE,FOURTH FLOOR,BEVERLY HILLS,CA,90212,,2021-01-13,111158.48,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4348,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,102853106,,2021-02-12,107033.36,GENERAL: CREDIT CARD PAYMENT: SEE MEMO ENTRIES IF REQUIRED,,,2022
SB29,C00580100,SB29.4970,ORG,SMITH & LISS LLC,,,,,,FIVE CONCOURSE PARKWAY,SUITE 2600,ATLANTA,GA,30328,,2021-02-01,102231.3,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5095,ORG,"2M DOCUMENT MANAGEMENT AND IMAGING, LLC",,,,,,2140 S DUPONT HWY,,CAMDEN,DE,19934,,2021-05-14,100000.0,RECOUNT: RESEARCH CONSULTING,,,2022
SB29,C00580100,SB29.4426,ORG,LAW OFFICES OF MICHAEL T. VAN DER VEEN,,,,,,1219 SPRUCE STREET,,PHILADELPHIA,PA,19107,,2021-02-01,100000.0,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4366,ORG,"DAVID SCHOEN, ATTORNEY AT LAW",,,,,,2800 ZELDA ROAD,SUITE 100-6,MONTGOMERY,AL,36106,,2021-02-01,100000.0,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4945,ORG,"HARVEY & BINNALL, PLLC",,,,,,717 KING STREET,SUITE 300,ALEXANDRIA,VA,22314,,2021-02-03,97290.27,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5139,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-01-04,94175.12,GENERAL: IT SERVICES,,,2022
SB29,C00580100,SB29.4431,ORG,LAW OFFICES OF MICHAEL T. VAN DER VEEN,,,,,,1219 SPRUCE STREET,,PHILADELPHIA,PA,19107,,2021-02-24,93682.96,GENERAL: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4412,ORG,JONES DAY,,,,,,51 LOUISIANA AVENUE NW,,WASHINGTON,DC,200012113,,2021-03-12,89915.7,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4468,ORG,RCA LABORATORY SERVICES,,,,,,4060 INNSLAKE DRIVE,,GLEN ALLEN,VA,23060,,2021-01-13,88849.95,GENERAL: OFFICE SERVICES,,,2022
SB29,C00580100,SB29.4486,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-02-04,88629.4,GENERAL: COMPLIANCE CONSULTING,,,2022
SB29,C00580100,SB29.4427,ORG,LAW OFFICES OF MICHAEL T. VAN DER VEEN,,,,,,1219 SPRUCE STREET,,PHILADELPHIA,PA,19107,,2021-02-05,87000.0,GENERAL: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4423,ORG,LAROCCA HORNIK ROSEN GREENBERG & BLAHA LLP,,,,,,"40 WALL STREET, 32ND FLOOR",,NEW YORK,NY,10005,,2021-06-14,86287.6,LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4422,ORG,LAROCCA HORNIK ROSEN GREENBERG & BLAHA LLP,,,,,,"40 WALL STREET, 32ND FLOOR",,NEW YORK,NY,10005,,2021-05-24,85423.5,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5117,ORG,DEPARTMENT OF THE TREASURY,,,,,,INTERNAL REVENUE SERVICE CENTER,,OGDEN,UT,84201,,2021-04-16,84474.0,GENERAL: TAXES,,,2022
SB29,C00580100,SB29.4934,ORG,"CARUSO LAW OFFICE, P.C.",,,,,,4302 CARLISLE BLVD. NE,,ALBUQUERQUE,NM,87107,,2021-01-27,84045.42,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5098,ORG,"HARVEY & BINNALL, PLLC",,,,,,717 KING STREET,SUITE 300,ALEXANDRIA,VA,22314,,2021-05-05,78416.72,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4966,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-02-04,77391.24,RECOUNT: BATCHING & CAGING SERVICES,,,2022
SB29,C00580100,SB29.4943,ORG,GIULIANI SECURITY & SAFETY,,,,,,445 PARK AVENUE,18TH FLOOR,NEW YORK,NY,10022,,2021-02-02,76566.95,RECOUNT: TRAVEL EXPENSES,,,2022
SB29,C00580100,SB29.5148,ORG,"UNITED RENTALS, INC.",,,,,,PO BOX 100711,,ATLANTA,GA,30384,,2021-01-07,75641.01,GENERAL: EVENT STAGING EXPENSE,,,2022
SB21B,C00580100,SB21B.4391,ORG,HARDER LLP,,,,,,132 S. RODEO DRIVE,FOURTH FLOOR,BEVERLY HILLS,CA,90212,,2021-03-16,74887.18,LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4393,ORG,HARDER LLP,,,,,,132 S. RODEO DRIVE,FOURTH FLOOR,BEVERLY HILLS,CA,90212,,2021-05-13,74841.79,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5104,ORG,"HARVEY & BINNALL, PLLC",,,,,,717 KING STREET,SUITE 300,ALEXANDRIA,VA,22314,,2021-06-07,69812.5,RECOUNT: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4450,ORG,NYC DEPARTMENT OF FINANCE,,,,,,PO BOX 3653,,NEW YORK,NY,100083933,,2021-04-16,66999.0,TAXES,,,2022
SB29,C00580100,SB29.4980,ORG,THE KERIK GROUP LLC,,,,,,905 OLD MILL ROAD,,FRANKLIN LAKES,NJ,07417,,2021-02-09,66251.54,RECOUNT: TRAVEL EXPENSES,,,2022
SB29,C00580100,SB29.4339,ORG,"AMENDMENT, LLC",,,,,,77 P STREET NW,,WASHINGTON,DC,20001,,2021-02-04,62500.0,GENERAL: DIGITAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4413,ORG,JONES DAY,,,,,,51 LOUISIANA AVENUE NW,,WASHINGTON,DC,200012113,,2021-04-15,60930.02,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4395,ORG,HARDER LLP,,,,,,132 S. RODEO DRIVE,FOURTH FLOOR,BEVERLY HILLS,CA,90212,,2021-02-03,60488.29,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4941,ORG,"ELECTIONS, LLC",,,,,,"1000 MAINE AVE, SW",,WASHINGTON,DC,20024,,2021-01-04,60000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5105,ORG,JACKSON KELLY PLLC,,,,,,1099 18TH STREET,SUITE 2150,DENVER,CO,80202,,2021-06-04,59057.49,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5106,ORG,JACKSON KELLY PLLC,,,,,,1099 18TH STREET,SUITE 2150,DENVER,CO,80202,,2021-06-16,57943.87,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4976,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-01-07,57911.94,RECOUNT: IT SERVICES,,,2022
SB29,C00580100,SB29.4988,ORG,"WILENCHIK & BARTNESS, PC",,,,,,2810 NORTH THIRD STREET,,PHOENIX,AZ,85004,,2021-01-21,52532.71,RECOUNT: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4415,ORG,JONES DAY,,,,,,51 LOUISIANA AVENUE NW,,WASHINGTON,DC,200012113,,2021-06-24,51888.31,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5078,ORG,"HARVEY & BINNALL, PLLC",,,,,,717 KING STREET,SUITE 300,ALEXANDRIA,VA,22314,,2021-03-15,50149.57,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5086,ORG,JACKSON KELLY PLLC,,,,,,1099 18TH STREET,SUITE 2150,DENVER,CO,80202,,2021-03-30,50000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5077,ORG,HARDER LLP,,,,,,132 S. RODEO DRIVE,FOURTH FLOOR,BEVERLY HILLS,CA,90212,,2021-03-05,50000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4346,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,102853106,,2021-01-19,49575.32,GENERAL: CREDIT CARD PAYMENT: SEE MEMO ENTRIES IF REQUIRED,,,2022
SB29,C00580100,SB29.5143,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-01-04,47131.74,RECOUNT: IT SERVICES,,,2022
SB29,C00580100,SB29.4417,ORG,JONES DAY,,,,,,51 LOUISIANA AVENUE NW,,WASHINGTON,DC,200012113,,2021-02-16,46222.71,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5094,ORG,"HARVEY & BINNALL, PLLC",,,,,,717 KING STREET,SUITE 300,ALEXANDRIA,VA,22314,,2021-04-06,45626.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5151,ORG,"UNITED RENTALS, INC.",,,,,,PO BOX 100711,,ATLANTA,GA,30384,,2021-01-15,43401.16,GENERAL: EVENT STAGING EXPENSE,,,2022
SB29,C00580100,SB29.5142,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-06-25,42202.66,GENERAL: IT SERVICES,,,2022
SB29,C00580100,SB29.4459,ORG,"PEROFF SAUNDERS, P.C.",,,,,,745 5TH AVE.,5TH FLOOR,NEW YORK,NY,10151,,2021-02-11,42121.45,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4990,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22209,,2021-01-06,38834.04,RECOUNT: MERCHANT FEES,,,2022
SB29,C00580100,SB29.5111,ORG,"THE HILBERT LAW FIRM, LLC",,,,,,205 NORCROSS STREET,,ROSWELL,GA,30075,,2021-06-01,38055.4,RECOUNT: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4538,ORG,TRUMP TOWER COMMERCIAL LLC,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-05-06,37541.67,RENT,,,2022
SB21B,C00580100,SB21B.4536,ORG,TRUMP TOWER COMMERCIAL LLC,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-03-02,37541.67,RENT,,,2022
SB21B,C00580100,SB21B.4537,ORG,TRUMP TOWER COMMERCIAL LLC,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-04-14,37541.67,RENT,,,2022
SB21B,C00580100,SB21B.4539,ORG,TRUMP TOWER COMMERCIAL LLC,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-06-01,37541.67,RENT,,,2022
SB29,C00580100,SB29.4540,ORG,TRUMP TOWER COMMERCIAL LLC,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-01-21,37541.67,GENERAL: RENT,,,2022
SB29,C00580100,SB29.5100,ORG,SMITH & LISS LLC,,,,,,FIVE CONCOURSE PARKWAY,SUITE 2600,ATLANTA,GA,30328,,2021-05-12,37500.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4483,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-01-12,35000.0,GENERAL: COMPLIANCE CONSULTING,,,2022
SB21B,C00580100,SB21B.4503,ORG,SHW PARTNERS LLC,,,,,,4532 LEE HWY,#571,ARLINGTON,VA,22207,,2021-03-05,35000.0,COMMUNICATIONS CONSULTING,,,2022
SB29,C00580100,SB29.5096,ORG,"DWIGHT L. THOMAS, P.C.",,,,,,1745 MARTIN LUTHER KING JR. DRIVE,,ATLANTA,GA,30314,,2021-05-14,35000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4949,ORG,JAMESTOWN ASSOCIATES,,,,,,421 CHESTNUT ST,,PHILADELPHIA,PA,19106,,2021-01-11,35000.0,RECOUNT: VIDEO PRODUCTION SERVICES,,,2022
SB29,C00580100,SB29.5091,ORG,"DWIGHT L. THOMAS, P.C.",,,,,,1745 MARTIN LUTHER KING JR. DRIVE,,ATLANTA,GA,30314,,2021-04-01,35000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4485,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-02-02,35000.0,GENERAL: COMPLIANCE CONSULTING,,,2022
SB29,C00580100,SB29.4991,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22209,,2021-01-07,34344.64,RECOUNT: MERCHANT FEES,,,2022
SB29,C00580100,SB29.4977,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-01-20,34180.63,RECOUNT: IT SERVICES,,,2022
SB29,C00580100,SB29.4396,ORG,HARDER LLP,,,,,,132 S. RODEO DRIVE,FOURTH FLOOR,BEVERLY HILLS,CA,90212,,2021-02-22,33996.23,GENERAL: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4452,ORG,NYS CORPORATION TAX,,,,,,PO BOX 15180,,ALBANY,NY,122125180,,2021-04-15,33842.0,TAXES,,,2022
SB29,C00580100,SB29.5183,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,102853106,,2021-03-04,33194.54,GENERAL: CREDIT CARD PAYMENT: SEE MEMO ENTRIES IF REQUIRED,,,2022
SB29,C00580100,SB29.5113,ORG,SMITH & LISS LLC,,,,,,FIVE CONCOURSE PARKWAY,SUITE 2600,ATLANTA,GA,30328,,2021-06-30,33094.94,RECOUNT: LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4471,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-03-02,31315.92,BATCHING & CAGING SERVICES,,,2022
SB29,C00580100,SB29.4356,ORG,BMI,,,,,,10 MUSIC SQUARE E,,NASHVILLE,TN,37203,,2021-02-10,31260.0,GENERAL: MUSIC LICENSING,,,2022
SB29,C00580100,SB29.4347,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,102853106,,2021-02-12,30734.26,GENERAL: CREDIT CARD PAYMENT: SEE MEMO ENTRIES IF REQUIRED,,,2022
SB21B,C00580100,SB21B.4475,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-04-07,30000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00580100,SB21B.4384,ORG,"ELECTIONS, LLC",,,,,,"1000 MAINE AVE, SW",,WASHINGTON,DC,20024,,2021-06-02,30000.0,LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4383,ORG,"ELECTIONS, LLC",,,,,,"1000 MAINE AVE, SW",,WASHINGTON,DC,20024,,2021-05-04,30000.0,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4961,ORG,"MCLAUGHLIN AND ASSOCIATES, INC",,,,,,566 S. ROUTE 303,,BLAUVELT,NY,10913,,2021-01-13,30000.0,RECOUNT: POLLING EXPENSE,,,2022
SB21B,C00580100,SB21B.4477,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-05-06,30000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00580100,SB21B.4479,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-06-04,30000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00580100,SB21B.4382,ORG,"ELECTIONS, LLC",,,,,,"1000 MAINE AVE, SW",,WASHINGTON,DC,20024,,2021-04-06,30000.0,LEGAL CONSULTING,,,2022
SB21B,C00580100,SB21B.4470,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-03-02,30000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00580100,SB21B.4488,ORG,"RED STATE PARTNERS, LLC",,,,,,2301 LAGUNA CIR,APT 1802,NORTH MIAMI,FL,33181,,2021-04-21,30000.0,STRATEGY CONSULTING,,,2022
SB21B,C00580100,SB21B.4481,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-06-25,29999.65,BATCHING & CAGING SERVICES,,,2022
SB29,C00580100,SB29.5292,ORG,BUDGET RENT A CAR,,,,,,300 CENTRE POINTE DR.,,VIRGINIA BEACH,VA,234624415,,2021-01-15,25261.85,GENERAL: AMEX PMT [SB29.4348]: TRAVEL: CAR RENTAL,X,,2022
SB21B,C00580100,SB21B.4381,ORG,"ELECTIONS, LLC",,,,,,"1000 MAINE AVE, SW",,WASHINGTON,DC,20024,,2021-03-02,25000.0,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4385,ORG,"ELECTIONS, LLC",,,,,,"1000 MAINE AVE, SW",,WASHINGTON,DC,20024,,2021-02-26,25000.0,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5088,ORG,JENNIFER LITTLE LLC,,,,,,125 BUTTERMERE COURT,,JOHNS CREEK,GA,30022,,2021-03-29,25000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5099,ORG,JENNIFER LITTLE LLC,,,,,,125 BUTTERMERE COURT,,JOHNS CREEK,GA,30022,,2021-05-17,25000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4482,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-01-12,25000.0,GENERAL: COMPLIANCE SOFTWARE,,,2022
SB29,C00580100,SB29.4484,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-02-02,25000.0,GENERAL: COMPLIANCE SOFTWARE,,,2022
SB21B,C00580100,SB21B.4914,ORG,"THE HILBERT LAW FIRM, LLC",,,,,,205 NORCROSS STREET,,ROSWELL,GA,30075,,2021-04-19,25000.0,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5102,ORG,SQUIRE PATTON BOGGS LLP,,,,,,4900 KEY TOWER,127 PUBLIC SQUARE,CLEVELAND,OH,44114,,2021-05-13,25000.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5127,ORG,HYATT,,,,,,"150 NORTH RIVERSIDE PLAZA, 8TH FLO",,CHICAGO,IL,60606,,2021-01-15,24018.16,GENERAL: TRAVEL: LODGING,,,2022
SB29,C00580100,SB29.4430,ORG,LAW OFFICES OF MICHAEL T. VAN DER VEEN,,,,,,1219 SPRUCE STREET,,PHILADELPHIA,PA,19107,,2021-02-16,23932.45,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4458,ORG,"PEROFF SAUNDERS, P.C.",,,,,,745 5TH AVE.,5TH FLOOR,NEW YORK,NY,10151,,2021-01-19,23545.8,GENERAL: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5061,IND,,ELLIS RIVES,JENNA,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-02-16,22500.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5110,ORG,SQUIRE PATTON BOGGS LLP,,,,,,4900 KEY TOWER,127 PUBLIC SQUARE,CLEVELAND,OH,44114,,2021-06-14,21658.5,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4930,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,102853106,,2021-01-19,21575.2,RECOUNT: CREDIT CARD PAYMENT: SEE MEMO ENTIRES IF REQUIRED,,,2022
SB29,C00580100,SB29.5144,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-01-07,21302.4,RECOUNT: IT SERVICES,,,2022
SB29,C00580100,SB29.5146,ORG,TROUPIS LAW OFFICE,,,,,,4126 TIMBER LANE,,CROSS PLAINS,WI,53528,,2021-01-05,20875.0,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5109,ORG,SMITH & LISS LLC,,,,,,FIVE CONCOURSE PARKWAY,SUITE 2600,ATLANTA,GA,30328,,2021-06-04,20691.92,RECOUNT: LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.4657,ORG,AT&T,,,,,,PO BOX 5019,,CAROL STREAM,IL,601975019,,2021-01-25,20346.04,GENERAL: BROADBAND SERVICES,,,2022
SB29,C00580100,SB29.4964,ORG,"PRIVATE JET SERVICES, LLC",,,,,,5 BATCHELDER ROAD,,SEABROOK,NH,03874,,2021-01-05,20200.0,RECOUNT: TRAVEL: AIR,,,2022
SB29,C00580100,SB29.4711,ORG,VILLAGE CENTER FIRE SAFETY,,,,,,984 OLD MILL RUN,,THE VILLAGES,FL,32162,,2021-03-02,20071.53,GENERAL: EVENT STAGING EXPENSE,,,2022
SB21B,C00580100,SB21B.4490,ORG,"RED STATE PARTNERS, LLC",,,,,,2301 LAGUNA CIR,APT 1802,NORTH MIAMI,FL,33181,,2021-06-02,20000.0,STRATEGY CONSULTING,,,2022
SB29,C00580100,SB29.4445,ORG,NATIONAL PUBLIC AFFAIRS,,,,,,PO BOX 100306,,ARLINGTON,VA,22201,,2021-02-09,20000.0,GENERAL: STRATEGY CONSULTING,,,2022
SB21B,C00580100,SB21B.4489,ORG,"RED STATE PARTNERS, LLC",,,,,,2301 LAGUNA CIR,APT 1802,NORTH MIAMI,FL,33181,,2021-04-30,20000.0,STRATEGY CONSULTING,,,2022
SB21B,C00580100,SB21B.4441,ORG,NATIONAL PUBLIC AFFAIRS,,,,,,PO BOX 100306,,ARLINGTON,VA,22201,,2021-03-03,20000.0,STRATEGY CONSULTING,,,2022
SB21B,C00580100,SB21B.4421,ORG,LAROCCA HORNIK ROSEN GREENBERG & BLAHA LLP,,,,,,"40 WALL STREET, 32ND FLOOR",,NEW YORK,NY,10005,,2021-03-23,19857.6,LEGAL CONSULTING,,,2022
SB29,C00580100,SB29.5064,IND,,POWERS,MEGAN,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-02-02,19566.67,RECOUNT: ADMINISTRATIVE CONSULTING,,,2022
SB29,C00580100,SB29.4549,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22209,,2021-01-13,19329.01,GENERAL: MERCHANT FEES,,,2022
SB21B,C00580100,SB21B.4343,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,102853106,,2021-03-18,18030.16,CREDIT CARD PAYMENT: SEE MEMO ENTRIES IF REQUIRED,,,2022
SB29,C00580100,SB29.4504,ORG,SHW PARTNERS LLC,,,,,,4532 LEE HWY,#571,ARLINGTON,VA,22207,,2021-02-03,17500.0,GENERAL: COMMUNICATIONS CONSULTING,,,2022
SB29,C00580100,SB29.4553,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22209,,2021-02-09,16686.5,GENERAL: MERCHANT FEES,,,2022
SB29,C00580100,SB29.5290,ORG,BUDGET RENT A CAR,,,,,,300 CENTRE POINTE DR.,,VIRGINIA BEACH,VA,234624415,,2021-01-15,16629.85,GENERAL: AMEX PMT [SB29.4348]: TRAVEL: CAR RENTAL,X,,2022
SB29,C00580100,SB29.5140,ORG,"TECHCENTRICS, INC.",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-01-07,16116.66,GENERAL: IT SERVICES,,,2022
